0.0524027	3.64253e-7
0.053987	3.26646e-6
0.0556193	0.0000122609
0.0573008	0.00003655
0.0590333	0.0000883904
0.0608181	0.000181142
0.0626568	0.000328353
0.0645512	0.000542664
0.0665028	0.000835269
0.0685135	0.00121468
0.0705849	0.00168798
0.072719	0.00225872
0.0749175	0.00292722
0.0771826	0.00369209
0.0795161	0.00455088
0.0819202	0.00549922
0.0843969	0.00653063
0.0869486	0.00763787
0.0895774	0.00881358
0.0922857	0.0100501
0.0950758	0.0113398
0.0979503	0.012675
0.100912	0.0140482
0.103963	0.0154525
0.107106	0.0168811
0.110344	0.018328
0.11368	0.0197876
0.117117	0.0212547
0.120658	0.0227244
0.124306	0.0241926
0.128064	0.0256556
0.131936	0.0271095
0.135925	0.0285512
0.140035	0.0299782
0.144269	0.0313885
0.14863	0.0327795
0.153124	0.0341491
0.157754	0.035495
0.162523	0.0368155
0.167437	0.0381095
0.172499	0.0393759
0.177714	0.0406133
0.183087	0.0418202
0.188623	0.0429957
0.194325	0.0441391
0.200201	0.04525
0.206254	0.0463279
0.212489	0.0473718
0.218914	0.0483815
0.225532	0.0493565
0.232351	0.0502969
0.239376	0.0512025
0.246613	0.0520734
0.254069	0.0529097
0.261751	0.0537112
0.269665	0.0544782
0.277818	0.0552111
0.286217	0.0559104
0.29487	0.0565768
0.303786	0.0572105
0.31297	0.0578124
0.322432	0.0583835
0.332181	0.0589245
0.342224	0.0594364
0.352571	0.0599198
0.36323	0.0603757
0.374212	0.0608048
0.385526	0.0612079
0.397182	0.061586
0.40919	0.0619397
0.421562	0.0622698
0.434307	0.0625768
0.447438	0.0628616
0.460966	0.0631246
0.474902	0.0633665
0.489261	0.0635879
0.504053	0.0637893
0.519292	0.0639715
0.534993	0.064135
0.551167	0.0642803
0.567831	0.0644079
0.584999	0.0645183
0.602686	0.0646122
0.620907	0.0646902
0.63968	0.0647529
0.65902	0.0648008
0.678945	0.0648346
0.699472	0.0648549
0.720619	0.0648624
0.742407	0.0648579
0.764852	0.0648421
0.787977	0.064816
0.8118	0.06478
0.836344	0.0647353
0.86163	0.0646827
0.887681	0.0646236
0.914519	0.0645589
0.942168	0.0644899
0.970653	0.064418
1	0.0643445
0.0421053	5.90786e-7
0.0434743	5.04832e-6
0.0448878	0.0000199295
0.0463472	0.0000606917
0.0478541	0.000146801
0.04941	0.000299116
0.0510165	0.000538311
0.0526752	0.000882995
0.0543878	0.00134826
0.0561562	0.00194568
0.057982	0.00268297
0.0598672	0.00356131
0.0618136	0.00457904
0.0638234	0.00573245
0.0658985	0.00701488
0.068041	0.00841616
0.0702533	0.00992511
0.0725374	0.0115303
0.0748958	0.0132199
0.0773309	0.0149822
0.0798452	0.0168053
0.0824412	0.018678
0.0851217	0.02059
0.0878892	0.0225316
0.0907468	0.0244939
0.0936972	0.0264688
0.0967436	0.0284487
0.0998891	0.0304272
0.103137	0.0323986
0.10649	0.0343571
0.109952	0.0362978
0.113527	0.0382173
0.117218	0.0401124
0.12103	0.0419792
0.124965	0.0438141
0.129028	0.0456144
0.133223	0.0473778
0.137554	0.0491027
0.142027	0.0507871
0.146644	0.0524288
0.151412	0.0540261
0.156335	0.055578
0.161418	0.0570838
0.166666	0.0585428
0.172085	0.0599535
0.17768	0.0613155
0.183457	0.0626283
0.189422	0.063892
0.19558	0.0651064
0.201939	0.0662717
0.208505	0.0673875
0.215284	0.0684544
0.222284	0.0694727
0.229511	0.0704433
0.236973	0.0713669
0.244678	0.0722443
0.252633	0.0730766
0.260847	0.0738652
0.269328	0.0746116
