	ice	-1.0	-1.0	1.0	10000.0	0.497663666306	0.0	ComptonKleinNishina	
	ice	-1.0	-1.0	1.0	100000.0	0.497663666306	0.0	ComptonKleinNishina	
	ice	-1.0	-1.0	1.0	1000000.0	0.497663666306	0.0	ComptonKleinNishina	
	ice	-1.0	-1.0	1.0	10000000.0	0.497663666306	0.0	ComptonKleinNishina	
	ice	-1.0	-1.0	1.0	100000000.0	0.497663666306	0.0	ComptonKleinNishina	
	ice	-1.0	-1.0	1.0	1000000000.0	0.497663666306	0.0	ComptonKleinNishina	
	ice	-1.0	-1.0	1.0	10000000000.0	0.497663666306	0.0	ComptonKleinNishina	
	ice	-1.0	-1.0	1.0	100000000000.0	0.497663666306	0.0	ComptonKleinNishina	
	ice	-1.0	-1.0	1.0	1000000000000.0	0.497663666306	0.0	ComptonKleinNishina	
	ice	-1.0	-1.0	1.0	10000000000000.0	0.497663666306	0.0	ComptonKleinNishina	
	ice	500.0	-1.0	1.0	10000.0	0.81783844289	4.2882179158e-05	ComptonKleinNishina	
	ice	500.0	-1.0	1.0	100000.0	0.81783844289	5.22345516439e-06	ComptonKleinNishina	
	ice	500.0	-1.0	1.0	1000000.0	0.81783844289	6.12676856826e-07	ComptonKleinNishina	
	ice	500.0	-1.0	1.0	10000000.0	0.81783844289	7.02687955235e-08	ComptonKleinNishina	
	ice	500.0	-1.0	1.0	100000000.0	0.81783844289	7.9266628591e-09	ComptonKleinNishina	
	ice	500.0	-1.0	1.0	1000000000.0	0.81783844289	8.82640367446e-10	ComptonKleinNishina	
	ice	500.0	-1.0	1.0	10000000000.0	0.81783844289	9.72612801945e-11	ComptonKleinNishina	
	ice	500.0	-1.0	1.0	100000000000.0	0.81783844289	1.06258395283e-11	ComptonKleinNishina	
	ice	500.0	-1.0	1.0	1000000000000.0	0.81783844289	1.1525547482e-12	ComptonKleinNishina	
	ice	500.0	-1.0	1.0	10000000000000.0	0.81783844289	1.24254410228e-13	ComptonKleinNishina	
	ice	-1.0	0.05	1.0	10000.0	0.612111893584	4.2882179158e-05	ComptonKleinNishina	
	ice	-1.0	0.05	1.0	100000.0	0.612111893584	5.18826991268e-06	ComptonKleinNishina	
	ice	-1.0	0.05	1.0	1000000.0	0.612111893584	6.08806693798e-07	ComptonKleinNishina	
	ice	-1.0	0.05	1.0	10000000.0	0.612111893584	6.98782721082e-08	ComptonKleinNishina	
	ice	-1.0	0.05	1.0	100000000.0	0.612111893584	7.88757707221e-09	ComptonKleinNishina	
	ice	-1.0	0.05	1.0	1000000000.0	0.612111893584	8.78731717933e-10	ComptonKleinNishina	
	ice	-1.0	0.05	1.0	10000000000.0	0.612111893584	9.68704546271e-11	ComptonKleinNishina	
	ice	-1.0	0.05	1.0	100000000000.0	0.612111893584	1.05867597187e-11	ComptonKleinNishina	
	ice	-1.0	0.05	1.0	1000000000000.0	0.612111893584	1.14864996268e-12	ComptonKleinNishina	
	ice	-1.0	0.05	1.0	10000000000000.0	0.612111893584	1.23866017822e-13	ComptonKleinNishina	
	ice	500.0	0.05	1.0	10000.0	0.771359919055	4.2882179158e-05	ComptonKleinNishina	
	ice	500.0	0.05	1.0	100000.0	0.771359919055	5.22345516439e-06	ComptonKleinNishina	
	ice	500.0	0.05	1.0	1000000.0	0.771359919055	6.12676856826e-07	ComptonKleinNishina	
	ice	500.0	0.05	1.0	10000000.0	0.771359919055	7.02687955235e-08	ComptonKleinNishina	
	ice	500.0	0.05	1.0	100000000.0	0.771359919055	7.9266628591e-09	ComptonKleinNishina	
	ice	500.0	0.05	1.0	1000000000.0	0.771359919055	8.82640367446e-10	ComptonKleinNishina	
	ice	500.0	0.05	1.0	10000000000.0	0.771359919055	9.72612801945e-11	ComptonKleinNishina	
	ice	500.0	0.05	1.0	100000000000.0	0.771359919055	1.06258395283e-11	ComptonKleinNishina	
	ice	500.0	0.05	1.0	1000000000000.0	0.771359919055	1.1525547482e-12	ComptonKleinNishina	
	ice	500.0	0.05	1.0	10000000000000.0	0.771359919055	1.24254410228e-13	ComptonKleinNishina	
	hydrogen	-1.0	-1.0	1.0	10000.0	0.860669773486	0.0	ComptonKleinNishina	
	hydrogen	-1.0	-1.0	1.0	100000.0	0.860669773486	0.0	ComptonKleinNishina	
	hydrogen	-1.0	-1.0	1.0	1000000.0	0.860669773486	0.0	ComptonKleinNishina	
