	ice	-1.0	-1.0	1.0	10000.0	0.497663666306	0.81783844289	0.0	ComptonKleinNishina	
	ice	-1.0	-1.0	1.0	100000.0	0.612111893584	0.771359919055	0.0	ComptonKleinNishina	
	ice	-1.0	-1.0	1.0	1000000.0	0.860669773486	0.150636965705	0.0	ComptonKleinNishina	
	ice	-1.0	-1.0	1.0	10000000.0	0.198518760101	0.815162934084	0.0	ComptonKleinNishina	
	ice	-1.0	-1.0	1.0	100000000.0	0.158815353401	0.116137830279	0.0	ComptonKleinNishina	
	ice	-1.0	-1.0	1.0	1000000000.0	0.0129075330584	0.486833444913	0.0	ComptonKleinNishina	
	ice	-1.0	-1.0	1.0	10000000000.0	0.331015426825	0.802639573746	0.0	ComptonKleinNishina	
	ice	-1.0	-1.0	1.0	100000000000.0	0.0982519384404	0.0559934495392	0.0	ComptonKleinNishina	
	ice	-1.0	-1.0	1.0	1000000000000.0	0.44266265526	0.0221439090124	0.0	ComptonKleinNishina	
	ice	-1.0	-1.0	1.0	10000000000000.0	0.290728548256	0.246394441436	0.0	ComptonKleinNishina	
	ice	500.0	-1.0	1.0	10000.0	0.738286766076	0.88922613338	9995.48378817	ComptonKleinNishina	
	ice	500.0	-1.0	1.0	100000.0	0.987139303255	0.117443383292	99999.6965758	ComptonKleinNishina	
	ice	500.0	-1.0	1.0	1000000.0	0.393782350452	0.452729809017	996569.777741	ComptonKleinNishina	
	ice	500.0	-1.0	1.0	10000000.0	0.538147832127	0.790622104376	9998966.44836	ComptonKleinNishina	
	ice	500.0	-1.0	1.0	100000000.0	0.465836343196	0.435332252776	99987020.5647	ComptonKleinNishina	
	ice	500.0	-1.0	1.0	1000000000.0	0.569478656135	0.969259000485	999995726.988	ComptonKleinNishina	
	ice	500.0	-1.0	1.0	10000000000.0	0.0405561532365	0.548119572025	4761943264.96	ComptonKleinNishina	
	ice	500.0	-1.0	1.0	100000000000.0	0.462576600887	0.376472234192	99999432056.9	ComptonKleinNishina	
	ice	500.0	-1.0	1.0	1000000000000.0	0.327912084576	0.813528932614	9.99896068457e+11	ComptonKleinNishina	
	ice	500.0	-1.0	1.0	10000000000000.0	0.646552323467	0.047426481943	9.99999998057e+12	ComptonKleinNishina	
	ice	-1.0	0.05	1.0	10000.0	0.994957570001	0.689235644458	9999.72997068	ComptonKleinNishina	
	ice	-1.0	0.05	1.0	100000.0	0.929545934323	0.918116552912	99999.3489	ComptonKleinNishina	
	ice	-1.0	0.05	1.0	1000000.0	0.975301723134	0.397001971382	999999.624589	ComptonKleinNishina	
	ice	-1.0	0.05	1.0	10000000.0	0.262626093124	0.430151363267	9863846.95505	ComptonKleinNishina	
	ice	-1.0	0.05	1.0	100000000.0	0.764530771023	0.599730815157	99999970.3787	ComptonKleinNishina	
	ice	-1.0	0.05	1.0	1000000000.0	0.0809469537604	0.704544470554	764953422.179	ComptonKleinNishina	
	ice	-1.0	0.05	1.0	10000000000.0	0.164013322109	0.0323493457415	9744285905.15	ComptonKleinNishina	
