	MuMinus	ice	-1.0	-1.0	1.0	0	10000.0	0.497663666306	0.81783844289	0.0	BremsKelnerKokoulinPetrukhin	
	MuMinus	ice	-1.0	-1.0	1.0	0	100000.0	0.612111893584	0.771359919055	0.0	BremsKelnerKokoulinPetrukhin	
	MuMinus	ice	-1.0	-1.0	1.0	0	1000000.0	0.860669773486	0.150636965705	0.0	BremsKelnerKokoulinPetrukhin	
	MuMinus	ice	-1.0	-1.0	1.0	0	10000000.0	0.198518760101	0.815162934084	0.0	BremsKelnerKokoulinPetrukhin	
	MuMinus	ice	-1.0	-1.0	1.0	0	100000000.0	0.158815353401	0.116137830279	0.0	BremsKelnerKokoulinPetrukhin	
	MuMinus	ice	-1.0	-1.0	1.0	0	1000000000.0	0.0129075330584	0.486833444913	0.0	BremsKelnerKokoulinPetrukhin	
	MuMinus	ice	-1.0	-1.0	1.0	0	10000000000.0	0.331015426825	0.802639573746	0.0	BremsKelnerKokoulinPetrukhin	
	MuMinus	ice	-1.0	-1.0	1.0	0	100000000000.0	0.0982519384404	0.0559934495392	0.0	BremsKelnerKokoulinPetrukhin	
	MuMinus	ice	-1.0	-1.0	1.0	0	1e+12	0.44266265526	0.0221439090124	0.0	BremsKelnerKokoulinPetrukhin	
	MuMinus	ice	-1.0	-1.0	1.0	0	1e+13	0.290728548256	0.246394441436	0.0	BremsKelnerKokoulinPetrukhin	
	MuMinus	ice	-1.0	-1.0	1.0	0	10000.0	0.738286766076	0.88922613338	0.0	BremsPetrukhinShestakov	
	MuMinus	ice	-1.0	-1.0	1.0	0	100000.0	0.987139303255	0.117443383292	0.0	BremsPetrukhinShestakov	
	MuMinus	ice	-1.0	-1.0	1.0	0	1000000.0	0.393782350452	0.452729809017	0.0	BremsPetrukhinShestakov	
	MuMinus	ice	-1.0	-1.0	1.0	0	10000000.0	0.538147832127	0.790622104376	0.0	BremsPetrukhinShestakov	
