	ice	-1.0	-1.0	1.0	10000.0	0.380633018967	ComptonKleinNishina	
	ice	-1.0	-1.0	1.0	100000.0	0.47063675704	ComptonKleinNishina	
	ice	-1.0	-1.0	1.0	1000000.0	0.560618848024	ComptonKleinNishina	
	ice	-1.0	-1.0	1.0	10000000.0	0.650599731235	ComptonKleinNishina	
	ice	-1.0	-1.0	1.0	100000000.0	0.740582707085	ComptonKleinNishina	
	ice	-1.0	-1.0	1.0	1000000000.0	0.830568743287	ComptonKleinNishina	
	ice	-1.0	-1.0	1.0	10000000000.0	0.920558399955	ComptonKleinNishina	
	ice	-1.0	-1.0	1.0	100000000000.0	1.01055295597	ComptonKleinNishina	
	ice	-1.0	-1.0	1.0	1000000000000.0	1.10054619749	ComptonKleinNishina	
	ice	-1.0	-1.0	1.0	10000000000000.0	1.1905368109	ComptonKleinNishina	
	ice	500.0	-1.0	1.0	10000.0	9.77540098045e-05	ComptonKleinNishina	
	ice	500.0	-1.0	1.0	100000.0	9.76911933417e-07	ComptonKleinNishina	
	ice	500.0	-1.0	1.0	1000000.0	9.76905882031e-09	ComptonKleinNishina	
	ice	500.0	-1.0	1.0	10000000.0	9.76905821744e-11	ComptonKleinNishina	
	ice	500.0	-1.0	1.0	100000000.0	9.76905821157e-13	ComptonKleinNishina	
	ice	500.0	-1.0	1.0	1000000000.0	9.76905821097e-15	ComptonKleinNishina	
	ice	500.0	-1.0	1.0	10000000000.0	9.76905819256e-17	ComptonKleinNishina	
	ice	500.0	-1.0	1.0	100000000000.0	9.76905803866e-19	ComptonKleinNishina	
	ice	500.0	-1.0	1.0	1000000000000.0	9.76905847135e-21	ComptonKleinNishina	
	ice	500.0	-1.0	1.0	10000000000000.0	9.76904824115e-23	ComptonKleinNishina	
	ice	-1.0	0.05	1.0	10000.0	9.7754014414e-05	ComptonKleinNishina	
	ice	-1.0	0.05	1.0	100000.0	9.77541700237e-05	ComptonKleinNishina	
	ice	-1.0	0.05	1.0	1000000.0	9.77541855847e-05	ComptonKleinNishina	
	ice	-1.0	0.05	1.0	10000000.0	9.77541871408e-05	ComptonKleinNishina	
	ice	-1.0	0.05	1.0	100000000.0	9.77541872964e-05	ComptonKleinNishina	
	ice	-1.0	0.05	1.0	1000000000.0	9.7754187312e-05	ComptonKleinNishina	
	ice	-1.0	0.05	1.0	10000000000.0	9.77541873136e-05	ComptonKleinNishina	
	ice	-1.0	0.05	1.0	100000000000.0	9.77541873137e-05	ComptonKleinNishina	
