	ice	-1.0	-1.0	1.0	10000.0	0.497663666306	0.81783844289	0.0	ComptonKleinNishina	
	ice	-1.0	-1.0	1.0	100000.0	0.612111893584	0.771359919055	0.0	ComptonKleinNishina	
	ice	-1.0	-1.0	1.0	1000000.0	0.860669773486	0.150636965705	0.0	ComptonKleinNishina	
	ice	-1.0	-1.0	1.0	10000000.0	0.198518760101	0.815162934084	0.0	ComptonKleinNishina	
	ice	-1.0	-1.0	1.0	100000000.0	0.158815353401	0.116137830279	0.0	ComptonKleinNishina	
	ice	-1.0	-1.0	1.0	1000000000.0	0.0129075330584	0.486833444913	0.0	ComptonKleinNishina	
	ice	-1.0	-1.0	1.0	10000000000.0	0.331015426825	0.802639573746	0.0	ComptonKleinNishina	
	ice	-1.0	-1.0	1.0	100000000000.0	0.0982519384404	0.0559934495392	0.0	ComptonKleinNishina	
	ice	-1.0	-1.0	1.0	1000000000000.0	0.44266265526	0.0221439090124	0.0	ComptonKleinNishina	
	ice	-1.0	-1.0	1.0	10000000000000.0	0.290728548256	0.246394441436	0.0	ComptonKleinNishina	
	ice	500.0	-1.0	1.0	10000.0	0.738286766076	0.88922613338	10499.8458439	ComptonKleinNishina	
	ice	500.0	-1.0	1.0	100000.0	0.987139303255	0.117443383292	100503.498118	ComptonKleinNishina	
	ice	500.0	-1.0	1.0	1000000.0	0.393782350452	0.452729809017	997321.717242	ComptonKleinNishina	
	ice	500.0	-1.0	1.0	10000000.0	0.538147832127	0.790622104376	10010256.6857	ComptonKleinNishina	
	ice	500.0	-1.0	1.0	100000000.0	0.465836343196	0.435332252776	100106154.435	ComptonKleinNishina	
	ice	500.0	-1.0	1.0	1000000000.0	0.569478656135	0.969259000485	1001120352.94	ComptonKleinNishina	
	ice	500.0	-1.0	1.0	10000000000.0	0.0405561532365	0.548119572025	4761937154.96	ComptonKleinNishina	
	ice	500.0	-1.0	1.0	100000000000.0	0.462576600887	0.376472234192	1.0013500508e+11	ComptonKleinNishina	
	ice	500.0	-1.0	1.0	1000000000000.0	0.327912084576	0.813528932614	1.00135301564e+12	ComptonKleinNishina	
	ice	500.0	-1.0	1.0	10000000000000.0	0.646552323467	0.047426481943	1.00072162457e+13	ComptonKleinNishina	
	ice	-1.0	0.05	1.0	10000.0	0.994957570001	0.689235644458	10499.8735076	ComptonKleinNishina	
	ice	-1.0	0.05	1.0	100000.0	0.929545934323	0.918116552912	105019.924917	ComptonKleinNishina	
	ice	-1.0	0.05	1.0	1000000.0	0.975301723134	0.397001971382	1050068.19392	ComptonKleinNishina	
	ice	-1.0	0.05	1.0	10000000.0	0.262626093124	0.430151363267	10356567.5872	ComptonKleinNishina	
	ice	-1.0	0.05	1.0	100000000.0	0.764530771023	0.599730815157	105060799.4	ComptonKleinNishina	
	ice	-1.0	0.05	1.0	1000000000.0	0.0809469537604	0.704544470554	802584528.567	ComptonKleinNishina	
	ice	-1.0	0.05	1.0	10000000000.0	0.164013322109	0.0323493457415	10230822719.2	ComptonKleinNishina	
	ice	-1.0	0.05	1.0	100000000000.0	0.328150359592	0.473859999308	1.05109792122e+11	ComptonKleinNishina	
	ice	-1.0	0.05	1.0	1000000000000.0	0.0680847193092	0.382710696429	8.41779383535e+11	ComptonKleinNishina	
	ice	-1.0	0.05	1.0	10000000000000.0	0.1185541395	0.896328521844	1.01307356101e+13	ComptonKleinNishina	
	ice	500.0	0.05	1.0	10000.0	0.764308530438	0.375404935941	10500.972456	ComptonKleinNishina	
	ice	500.0	0.05	1.0	100000.0	0.0258141901526	0.906530936294	17733.6967456	ComptonKleinNishina	
	ice	500.0	0.05	1.0	1000000.0	0.786417782396	0.619315229834	1001094.6991	ComptonKleinNishina	
	ice	500.0	0.05	1.0	10000000.0	0.211588940223	0.292304006168	9633747.71397	ComptonKleinNishina	
	ice	500.0	0.05	1.0	100000000.0	0.661544677132	0.886260973085	100090541.144	ComptonKleinNishina	
	ice	500.0	0.05	1.0	1000000000.0	0.671176461442	0.329680789632	1000835985.05	ComptonKleinNishina	
	ice	500.0	0.05	1.0	10000000000.0	0.207361799775	0.0116320748597	9905534197.79	ComptonKleinNishina	
	ice	500.0	0.05	1.0	100000000000.0	0.0715434200198	0.730055908184	77047283901.4	ComptonKleinNishina	
	ice	500.0	0.05	1.0	1000000000000.0	0.979839596529	0.690016217189	1.00003236378e+12	ComptonKleinNishina	
	ice	500.0	0.05	1.0	10000000000000.0	0.990574834171	0.6905343191	1.00001393505e+13	ComptonKleinNishina	
	hydrogen	-1.0	-1.0	1.0	10000.0	0.948123222784	0.5836446445	0.0	ComptonKleinNishina	
	hydrogen	-1.0	-1.0	1.0	100000.0	0.531553262127	0.168657337927	0.0	ComptonKleinNishina	
	hydrogen	-1.0	-1.0	1.0	1000000.0	0.158807744436	0.937965313939	0.0	ComptonKleinNishina	
	hydrogen	-1.0	-1.0	1.0	10000000.0	0.718264555732	0.476542646492	0.0	ComptonKleinNishina	
	hydrogen	-1.0	-1.0	1.0	100000000.0	0.883653359635	0.404202316058	0.0	ComptonKleinNishina	
	hydrogen	-1.0	-1.0	1.0	1000000000.0	0.171468049789	0.131832022119	0.0	ComptonKleinNishina	
	hydrogen	-1.0	-1.0	1.0	10000000000.0	0.411908160552	0.0248560444339	0.0	ComptonKleinNishina	
	hydrogen	-1.0	-1.0	1.0	100000000000.0	0.563560792357	0.781877912931	0.0	ComptonKleinNishina	
	hydrogen	-1.0	-1.0	1.0	1000000000000.0	0.267059961925	0.214254965964	0.0	ComptonKleinNishina	
