	MuMinus	ice	Moliere	-1.0	-1.0	10000.0	1000.0	1000	0.49766366630595166	0.8178384428895332	0.6121118935844228	0.77135991905475	999.9890151193989	3.3150264362596302	-3.313644558724558	1.0	0.0054340110262420145	1.5774482401558525	
	MuMinus	ice	Moliere	-1.0	-1.0	100000.0	10000.0	1000	0.8606697734864373	0.1506369657052198	0.19851876010104647	0.8151629340839275	999.9999775663591	0.14975920721961652	0.14979806742544222	0.9999999999999999	0.0006575850717220052	1.5700361886700713	
	MuMinus	ice	Moliere	-1.0	-1.0	1000000.0	100000.0	1000	0.15881535340057204	0.1161378302788205	0.012907533058388456	0.4868334449131496	999.9999964777394	-0.05270657234286345	0.06531874491913392	0.9999999999999999	-2.39897534377485e-06	1.570708080382146	
	MuMinus	ice	Moliere	-1.0	-1.0	10000000.0	1000000.0	1000	0.3310154268246756	0.8026395737455929	0.09825193844042969	0.05599344953922466	999.9999999594359	-0.008734893815130818	-0.0021976597467001343	1.0	-1.1942448109281793e-05	1.5708025596722943	
	MuMinus	ice	Moliere	-1.0	-1.0	100000000.0	10000000.0	1000	0.44266265526020043	0.02214390901237923	0.2907285482559415	0.2463944414357285	999.9999999996033	-0.00036644586860812685	0.000811749575256385	1.0	-5.008800366866505e-07	1.5707947638213655	
	MuMinus	ice	Moliere	-1.0	-1.0	1000000000.0	100000000.0	1000	0.7382867660757354	0.8892261333799446	0.9871393032547509	0.11744338329155557	999.9999999999982	7.683737844951301e-06	-5.863749740700165e-05	0.9999999999999999	-8.773624459128339e-08	1.5707964171855568	
	MuMinus	ice	Moliere	-1.0	-1.0	10000000000.0	1000000000.0	1000	0.3937823504519509	0.45272980901677584	0.5381478321266366	0.7906221043757932	1000.0	3.1593549112503624e-06	9.973679642359533e-07	1.0	5.916843252695236e-09	1.5707963259316444	
	MuMinus	ice	Moliere	-1.0	-1.0	100000000000.0	10000000000.0	1000	0.46583634319641537	0.4353322527762732	0.5694786561348306	0.969259000484872	1000.0	7.532989036291516e-07	7.716646314879017e-08	1.0	1.4331286428592752e-09	1.5707963266765417	
	MuMinus	ice	Moliere	-1.0	-1.0	1000000000000.0	100000000000.0	1000	0.04055615323645707	0.5481195720247382	0.46257660088694214	0.3764722341915083	1000.0	-1.3419716918592717e-08	3.3814893774379025e-08	1.0	-2.289732368902215e-11	1.570796326803685	
	MuMinus	ice	Moliere	-1.0	-1.0	10000000000000.0	1000000000000.0	1000	0.3279120845763926	0.8135289326135227	0.6465523234666652	0.047426481942952604	1000.0	-5.516086129435861e-09	-2.328242755841821e-09	1.0	-1.2612152605996687e-11	1.570796326801427	
	MuMinus	ice	HighlandIntegral	-1.0	-1.0	10000.0	1000.0	1000	0.9949575700005072	0.6892356444579286	0.9295459343230713	0.9181165529123696	997.043009782704	57.61690734953413	-50.84809368031462	1.0	0.07163678764919286	1.5961664037684995	
	MuMinus	ice	HighlandIntegral	-1.0	-1.0	100000.0	10000.0	1000	0.9753017231343838	0.3970019713820215	0.2626260931238821	0.4301513632669656	999.9708326097352	-4.031093846880313	-6.487234556467512	1.0	-0.0026141596256468607	1.56691771852022	
	MuMinus	ice	HighlandIntegral	-1.0	-1.0	1000000.0	100000.0	1000	0.764530771023051	0.5997308151570537	0.08094695376043541	0.7045444705540299	999.9989106379628	-0.5525698833304098	-1.3687181637442791	0.9999999999999999	0.002199782245584591	1.5718302959810264	
	MuMinus	ice	HighlandIntegral	-1.0	-1.0	10000000.0	1000000.0	1000	0.16401332210887798	0.03234934574150575	0.32815035959180483	0.47385999930839123	999.999534199424	-0.12791489959350907	0.9566810929043692	1.0	-5.201397460441274e-05	1.569330918649746	
	MuMinus	ice	HighlandIntegral	-1.0	-1.0	100000000.0	10000000.0	1000	0.06808471930923968	0.38271069642903316	0.11855413950020488	0.8963285218439913	999.9999981523741	0.027146600181870647	0.054390381530091535	1.0	0.00011837174328994627	1.5707683163793038	
	MuMinus	ice	HighlandIntegral	-1.0	-1.0	1000000000.0	100000000.0	1000	0.7643085304380514	0.3754049359413136	0.02581419015258872	0.9065309362941597	999.9999999994678	0.0009222942740408954	-0.00046224473755368105	1.0	1.241724272517122e-05	1.5707933386986548	
	MuMinus	ice	HighlandIntegral	-1.0	-1.0	10000000000.0	1000000000.0	1000	0.7864177823956864	0.6193152298344936	0.21158894022266575	0.2923040061681542	999.99999999983	-0.0004651991351649451	-0.00035135257726910094	0.9999999999999999	-5.040418094763918e-07	1.5707966067990669	
	MuMinus	ice	HighlandIntegral	-1.0	-1.0	100000000000.0	10000000000.0	1000	0.661544677131796	0.8862609730845739	0.6711764614420298	0.3296807896316293	999.9999999999977	-8.300569844171241e-06	-6.496743976368071e-05	1.0	-3.9569252286225545e-08	1.570796435134137	
	MuMinus	ice	HighlandIntegral	-1.0	-1.0	1000000000000.0	100000000000.0	1000	0.2073617997746059	0.01163207485972131	0.07154342001984328	0.7300559081835591	999.9999999999999	-1.0086945204450584e-06	1.1888003329456347e-05	0.9999999999999999	5.319151049533213e-09	1.5707963071050568	
	MuMinus	ice	HighlandIntegral	-1.0	-1.0	10000000000000.0	1000000000000.0	1000	0.9798395965287354	0.6900162171888751	0.9905748341712655	0.6905343191001195	1000.0	7.70237162409042e-07	-6.981130575409028e-07	1.0	4.134222181057915e-10	1.5707963272070975	
	MuMinus	ice	Highland	-1.0	-1.0	10000.0	1000.0	1000	0.9481232227843471	0.583644644499791	0.5315532621271438	0.16865733792673254	999.9839820678792	-3.520128355926626	-4.432189529478728	1.0	-0.007392524088684776	1.5724237418777676	
