	MuMinus	ice	500.0	-1.0	1000000000000.0	999999999953.9691	999999999894.5449	999999999461.2516	999999999414.4706	999999998921.6398	999999998756.8652	999999998706.5403	999999998046.7123	999999997174.5339	999999996853.8766	
	MuMinus	ice	500.0	0.05	1000000000000.0	999999999973.1255	999999999482.8535	999999999301.4542	999999999247.676	999999999057.3068	999999999050.1595	999999998912.5267	999999998688.9054	999999998641.665	999999997943.8262	
	MuMinus	hydrogen	500.0	-1.0	1000000000000.0	999999999763.7017	999999999709.4601	999999999122.9149	999999998587.2875	999999998262.6708	999999998040.3204	999999995861.8179	999999995387.6344	999999994777.812	999999994708.3214	
	MuMinus	hydrogen	500.0	0.05	1000000000000.0	999999999377.9401	999999999315.6356	999999999011.4209	999999998230.4979	999999998153.8356	999999997449.3124	999999994621.3993	999999994421.6327	999999994186.053	999999993950.9498	
	TauMinus	ice	500.0	-1.0	1000000000000.0	999999999828.8734	999999999263.2156	999999999242.8625	999999999007.3057	999999998719.4247	999999998075.4784	999999996901.2964	999999996823.0981	999999996333.4904	999999996064.7288	
	TauMinus	ice	500.0	0.05	1000000000000.0	999999999025.0917	999999998440.5547	999999998354.6564	999999997919.231	999999997863.181	999999997745.612	999999997725.0922	999999997611.4435	999999997503.095	999999997443.4691	
	TauMinus	hydrogen	500.0	-1.0	1000000000000.0	999999999302.4546	999999998424.0156	999999997648.4811	999999997151.5844	999999996372.1438	999999995024.7266	999999994366.5273	999999994137.1332	999999992792.3805	999999991241.0243	
	TauMinus	hydrogen	500.0	0.05	1000000000000.0	999999999626.8157	999999999124.5342	999999998235.3104	999999996787.0162	999999996751.0746	999999995765.9299	999999995403.1431	999999994533.6227	999999993570.2806	999999992893.0468	
